Protein IDs	Peptides	Unique peptides	Score	Intensity	Intensity P1_GLU	Intensity P10_FOS	Intensity P11_CYC	Intensity P12_GLU	Intensity P13_PBS	Intensity P14_CYC	Intensity P2_GLU	Intensity P3_PBS	Intensity P4_BAS1	Intensity P5_CYC	Intensity P6_FOS	Intensity P7_FOS	Intensity P8_PBS	Intensity P9_BAS2	Only identified by site	Reverse	Potential contaminant	id
O2.UC4-1_GL0127216;MH0345_GL0147348;MH0109_GL0052890;O2.UC30-0_GL0089214;O2.UC11-1_GL0124575;MH0447_GL0242132;O2.CD3-0-PT_GL0196577;MH0424_GL0126369;MH0447_GL0064621;V1.UC5-3_GL0100065;V1.UC55-0_GL0015997;MH0088_GL0083084;V1.FI18_GL0121287;MH0412_GL0166192;V1.CD2-0-PN_GL0027445;O2.UC36-0_GL0178032;V1.CD6-0-PT_GL0125465;V1.FI13_GL0128186;MH0239_GL0165775;MH0221_GL0053603;V1.UC16-0_GL0054309;V1.CD54-0_GL0130163;V1.CD31-0_GL0016020;T2D-62A_GL0003387;T2D-31A_GL0020582;MH0382_GL0147040;HT14A_GL0057469;556261.HMPREF0240_01529;553973.CLOHYLEM_06706;O2.UC2-2_GL0137315;MH0434_GL0236878;MH0373_GL0081819;MH0370_GL0093101;MH0343_GL0125294;MH0189_GL0022796;V1.UC53-0_GL0018434;V1.UC50-1_GL0140444;V1.CD54-0_GL0126649;V1.CD3-0-PN_GL0132850;V1.CD3-0-PN_GL0123337;V1.CD17-4_GL0034321;V1.CD17-0_GL0094962;V1.CD12-3_GL0011890;T2D-68A_GL0092324;O2.UC48-0_GL0101304;O2.UC41-1_GL0160758;O2.UC41-1_GL0054063;O2.UC41-1_GL0035200;O2.UC19-1_GL0056172;O2.UC15-1_GL0087745;O2.UC15-1_GL0027497;O2.CD3-0-PT_GL0049574;O2.CD3-0-PT_GL0028749;O2.CD1-0-PT_GL0071834;MH0422_GL0211816;MH0374_GL0077678;MH0370_GL0130451;MH0342_GL0098055;MH0339_GL0035162;MH0308_GL0054986;MH0303_GL0071961;MH0257_GL0031541;MH0239_GL0095572;MH0217_GL0041505;MH0198_GL0128424;MH0189_GL0138678;MH0189_GL0039740;MH0151_GL0033672;MH0086_GL0080274;MH0071_GL0046222;MH0012_GL0210718;MH0006_GL0089118;O2.UC8-2_GL0024178;O2.UC7-1_GL0065747;O2.UC40-1_GL0241353;O2.UC28-2_GL0171572;MH0442_GL0229068;MH0346_GL0071808;MH0326_GL0196144;MH0198_GL0006467;MH0189_GL0010125;MH0188_GL0157269;MH0144_GL0123831;MH0020_GL0054584;MH0020_GL0013666;MH0012_GL0062494;MH0009_GL0046613;T2D-62A_GL0044613;MH0448_GL0040592;MH0239_GL0161131;MH0203_GL0126551;MH0131_GL0072809;MH0009_GL0072478;T2D-57A_GL0046157;O2.CD3-0-PT_GL0048993;MH0251_GL0027716;MH0239_GL0003183;MH0101_GL0062279;MH0013_GL0009435;MH0006_GL0213504;411461.DORFOR_01754;V1.UC11-5_GL0042792;V1.CD32-4_GL0007494;O2.UC36-0_GL0079447;MH0271_GL0011507;MH0239_GL0064480;O2.UC48-0_GL0056704;O2.UC11-1_GL0038706;O2.UC15-0_GL0023835;MH0343_GL0096782;MH0127_GL0064720;O2.UC15-1_GL0121458;V1.FI14_GL0043601;MH0159_GL0011644;V1.UC2-0_GL0019499;MH0289_GL0110004;MH0230_GL0126002;O2.UC41-1_GL0016862;MH0096_GL0026131;MH0318_GL0244676;V1.UC38-4_GL0018017;MH0200_GL0208452;O2.UC50-2_GL0227065;445973.CLOBAR_00255;V1.UC26-0_GL0123050;T2D-176A_GL0042095;MH0211_GL0001440;O2.UC47-2_GL0010721;V1.UC38-4_GL0132445;MH0340_GL0129191;T2D-47A_GL0071438	1	1	2.2223	24786000	1417400	2953500	1213100	837220	2126300	1844000	1088000	1590300	2950500	1585500	2845900	2273700	0	2060600				36
411490.ANACAC_02869;V1.FI26_GL0016199;411468.CLOSCI_00870;411462.DORLON_00011;V1.CD35-1_GL0039832;411463.EUBVEN_02179;MH0421_GL0079248	2	1	1.6214	148890000	0	0	27225000	7551800	19860000	25102000	0	18541000	0	19738000	0	9129700	21742000	0				37
411462.DORLON_00036;O2.UC15-0_GL0029627;V1.CD20-0_GL0023912;MH0370_GL0125440	22	0	7.1375	2852200000	149590000	196630000	285160000	155850000	287620000	322160000	139640000	212030000	114580000	251440000	194230000	230130000	218900000	94230000				38
411467.BACCAP_00341;SZEY-81A_GL0092650	2	1	2.8206	9590200	0	0	4749400	0	4840800	0	0	0	0	0	0	0	0	0				39
411467.BACCAP_00849;O2.UC11-1_GL0023338;MH0358_GL0004365;MH0375_GL0023768	11	0	2.5089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				40
411467.BACCAP_01378	1	1	1.6959	67390000	8210800	0	0	0	0	0	0	0	34210000	0	0	0	0	24969000				41
V1.UC50-1_GL0180958;MH0382_GL0185426;411467.BACCAP_02358;MH0433_GL0114428;MH0419_GL0148352;MH0375_GL0018290	2	1	2.8607	63220000	5975600	0	18531000	0	12998000	0	0	0	0	13712000	0	12003000	0	0				42
V1.UC5-3_GL0154991;V1.UC58-4_GL0127989;MH0131_GL0105008;V1.FI11_GL0087164;O2.UC48-0_GL0050657;MH0412_GL0016927;MH0203_GL0107513;MH0131_GL0093556;MH0009_GL0011326;411467.BACCAP_02388;MH0197_GL0095908;V1.UC53-0_GL0065336;V1.FI36_GL0051651;MH0266_GL0166270;MH0189_GL0047318;MH0110_GL0041614;MH0433_GL0122759;O2.CD3-0-PT_GL0001590;MH0433_GL0059470;MH0373_GL0126979;MH0362_GL0136664;MH0150_GL0027672;MH0006_GL0144188;V1.FI04_GL0221948;MH0438_GL0214119;MH0053_GL0070057;MH0239_GL0106031;O2.UC8-0_GL0015410;T2D-156A_GL0064448;O2.UC54-2_GL0073681;V1.UC5-3_GL0252156;MH0239_GL0008363;MH0203_GL0142111;MH0131_GL0125044;MH0013_GL0025879;MH0412_GL0134606;MH0377_GL0035121;MH0358_GL0098175	2	1	4.2008	157080000	6895500	11096000	18942000	9081700	14791000	16935000	9344000	2388000	7661300	14110000	12236000	10971000	17401000	5225400				43
V1.UC38-4_GL0056071;V1.FI36_GL0158902;MH0433_GL0227505;MH0419_GL0143551;MH0375_GL0096286;MH0328_GL0041778;MH0262_GL0028482;MH0227_GL0025710;MH0212_GL0025297;MH0188_GL0203223;MH0150_GL0156262;MH0108_GL0080742;411467.BACCAP_02884;T2D-62A_GL0024180;O2.UC32-2_GL0143260;MH0417_GL0224131;MH0286_GL0076127;MH0239_GL0083195;T2D-91A_GL0125892;V1.UC55-0_GL0142948	3	1	1.48	101000000	5489900	0	16275000	6022000	22037000	12143000	0	12298000	6418300	9788200	0	0	10533000	0				44
V1.UC50-1_GL0061786;V1.UC11-5_GL0033021;T2D-19A_GL0030662;O2.UC48-0_GL0240504;O2.UC48-0_GL0131679;O2.UC30-1_GL0053268;O2.UC15-1_GL0053411;NLF007_GL0024161;MH0402_GL0034044;MH0308_GL0009731;MH0274_GL0073091;MH0270_GL0168167;MH0239_GL0167282;MH0227_GL0035063;MH0212_GL0085648;MH0212_GL0045777;MH0188_GL0076771;MH0124_GL0068379;MH0100_GL0164240;MH0100_GL0128272;MH0087_GL0042029;MH0031_GL0018575;483218.BACPEC_00042;411468.CLOSCI_00443;V1.FI26_GL0195556;O2.UC30-2_GL0001585;MH0333_GL0118561;MH0006_GL0106240;MH0346_GL0089458;MH0318_GL0137387;MH0443_GL0009510;V1.CD13-0_GL0003539;MH0196_GL0178157;O2.UC8-2_GL0019689;MH0437_GL0034305;MH0385_GL0203997;MH0012_GL0199205;MH0143_GL0093142;MH0287_GL0150397;O2.UC46-1_GL0084097;V1.UC54-4_GL0050122;MH0131_GL0152273;V1.UC16-0_GL0042028;ED11A_GL0035236;V1.CD54-0_GL0078465;MH0086_GL0106254;O2.UC18-0_GL0005997;MH0358_GL0048681;T2D-12A_GL0036274;V1.FI05_GL0102357;MH0407_GL0178612;MH0117_GL0056111;O2.UC23-2_GL0073787	7	0	26.953	4058700000	226570000	439540000	245340000	246140000	182960000	245040000	236530000	258710000	229000000	247470000	426140000	644090000	231020000	200200000				45
411468.CLOSCI_01563;MH0343_GL0122981;T2D-31A_GL0103486;MH0384_GL0019575;MH0419_GL0196607;MH0200_GL0186052;MH0415_GL0087384;MH0188_GL0129913;MH0298_GL0038908;MH0389_GL0183366;MH0301_GL0047550;N083A_GL0003873;V1.FI34_GL0062865;N075A_GL0042739;MH0189_GL0173596;V1.UC11-5_GL0159314;O2.UC52-0_GL0096323;MH0456_GL0079154;MH0362_GL0031530	31	0	27.317	2604500000	172180000	349150000	143670000	104930000	136920000	188120000	173920000	127740000	124770000	129860000	361710000	329520000	118740000	143300000				46
O2.UC20-2_GL0107843;V1.CD20-4_GL0116869;O2.UC1-2_GL0162604;O2.UC8-1_GL0163641;MH0301_GL0052621;411469.EUBHAL_00404;O2.UC32-1_GL0084454;V1.CD51-0_GL0233942;SZEY-41A_GL0097865;O2.UC57-2_GL0131138;MH0147_GL0140043;MH0126_GL0094275;O2.UC49-0_GL0025320;MH0318_GL0034118;MH0193_GL0141858;MH0103_GL0061814;MH0011_GL0080152;V1.FI26_GL0173116;MH0345_GL0080707;MH0111_GL0099132;MH0260_GL0147757;MH0211_GL0044265;O2.UC30-1_GL0083479;MH0148_GL0091745;O2.UC41-1_GL0041378;MH0462_GL0191746;V1.CD32-0_GL0014507;V1.CD17-4_GL0088108;MH0313_GL0147826;V1.FI05_GL0066974;V1.UC52-1_GL0141171;V1.FI37_GL0078559;O2.CD1-0-PT_GL0016487;MH0420_GL0142745;MH0200_GL0008252;MH0198_GL0206521;MH0161_GL0074555;MH0131_GL0017739;MH0088_GL0090545;MH0031_GL0012420;V1.UC55-0_GL0203886;MH0035_GL0049129;MH0191_GL0011055;MH0345_GL0023774;MH0334_GL0006221;O2.UC11-2_GL0112168;V1.FI18_GL0080822;MH0326_GL0113799;O2.UC36-0_GL0020436;O2.CD3-0-PT_GL0190170;MH0094_GL0103243;V1.UC16-0_GL0031998;V1.CD3-0-PN_GL0058880;T2D-62A_GL0033149;MH0188_GL0082296;O2.UC41-1_GL0071493;MH0239_GL0042441;V1.FI13_GL0099751;MH0323_GL0157215;V1.FI33_GL0115026;V1.UC47-0_GL0010755;N017A_GL0062038;NLF007_GL0010815;V1.FI18_GL0031820;MH0006_GL0086722;MH0379_GL0123609;V1.CD7-4_GL0026293;MH0014_GL0115340;556261.HMPREF0240_02177;T2D-31A_GL0044141;SZEY-97A_GL0020991;O2.UC12-1_GL0140926;NLF013_GL0006089;MH0002_GL0005666;BGI-28A_GL0045921;O2.UC7-1_GL0030777;MH0437_GL0263594;V1.UC35-4_GL0056593;MH0206_GL0034257;N088A_GL0090686;O2.UC34-2_GL0088159;MH0006_GL0099570;MH0409_GL0034298;MH0126_GL0008277;MH0035_GL0001554;MH0006_GL0029323;V1.UC54-0_GL0023678;V1.UC63-0_GL0132959;V1.CD34-0_GL0033880;MH0030_GL0024058;N032A_GL0030213;O2.UC15-0_GL0033563;V1.UC10-2_GL0179019;O2.UC41-0_GL0054242;MH0407_GL0013068;MH0053_GL0068319;O2.UC37-2_GL0024829;NLF007_GL0103700;O2.UC27-0_GL0128490;HT25A_GL0022908;O2.UC4-2_GL0076779;MH0439_GL0101113;T2D-102A_GL0112834;O2.UC11-0_GL0018339;V1.UC56-0_GL0053527	10	0	1.646	119550000	26102000	0	6250800	0	0	9589600	29155000	0	0	4204700	44252000	0	0	0				47
V1.CD3-0-PN_GL0067279;T2D-31A_GL0020669;742723.HMPREF9477_00961;556261.HMPREF0240_01456;553973.CLOHYLEM_05187;O2.UC22-1_GL0067079;V1.CD20-4_GL0156833;V1.CD7-4_GL0077146;T2D-62A_GL0052801;411470.RUMGNA_03355;O2.UC11-2_GL0048089;O2.UC30-1_GL0015476;O2.UC36-2_GL0000857;V1.CD31-0_GL0115247;V1.CD32-0_GL0045389;T2D-11A_GL0018175;V1.UC55-0_GL0039267;V1.UC50-1_GL0042338;V1.UC16-0_GL0054458;V1.CD3-0-PN_GL0086943;T2D-62A_GL0045352;O2.UC36-0_GL0005101;O2.UC20-1_GL0053386;MH0370_GL0025950;O2.CD2-0-PT_GL0023476;O2.UC20-1_GL0154700;MH0122_GL0000917;NLF007_GL0076578;V1.UC52-1_GL0079938;O2.UC5-2_GL0002219;O2.UC2-1_GL0127713;O2.CD3-0-PT_GL0121649;MH0370_GL0125710;MH0200_GL0141549;MH0131_GL0103791;MH0086_GL0051694;MH0062_GL0062249;MH0308_GL0203596;MH0047_GL0031448;V1.UC4-0_GL0123537;O2.UC15-0_GL0072610;N056A_GL0053999;O2.CD3-0-PT_GL0078931;V1.CD7-4_GL0046070;V1.FI34_GL0048010;O2.UC24-1_GL0170717;MH0233_GL0045519;V1.UC55-0_GL0064688;MH0372_GL0083542;O2.UC7-1_GL0122733;T2D-103A_GL0051853;V1.UC55-0_GL0162706;V1.UC11-5_GL0080638;MH0233_GL0121913;V1.CD49-0_GL0122479;V1.CD30-0_GL0149948;V1.FI36_GL0162171;MH0372_GL0006308;MH0447_GL0249560;MH0220_GL0062629;MH0438_GL0144214;MH0373_GL0173373;T2D-31A_GL0070812;MH0211_GL0128494;MH0274_GL0070686;N083A_GL0015964;HT25A_GL0102332;MH0415_GL0161489;V1.FI05_GL0045016;V1.FI18_GL0099357;O2.CD3-0-PT_GL0137898;O2.UC55-2_GL0089822;MH0224_GL0085877;V1.CD46-0_GL0031144;V1.FI27_GL0148547;O2.UC40-1_GL0015465;DOM022_GL0062329;V1.FI23_GL0070068;V1.CD21-0_GL0026533;V1.UC11-5_GL0026626;V1.CD3-0-PN_GL0002000;V1.UC50-1_GL0161410;V1.FI18_GL0022048;V1.CD54-0_GL0005719;V1.CD3-0-PN_GL0036525;V1.CD3-0-PN_GL0017864;V1.CD20-4_GL0078548;T2D-62A_GL0060429;T2D-61A_GL0029708;O2.UC35-0_GL0157156;O2.UC32-1_GL0038129;O2.UC23-2_GL0007613;O2.UC19-1_GL0060111;O2.CD3-0-PT_GL0151375;O2.CD3-0-PT_GL0025871;NOF005_GL0024695;MH0424_GL0030997;MH0389_GL0166490;MH0382_GL0138768;MH0370_GL0122339;MH0370_GL0006744;MH0358_GL0075296;MH0358_GL0025232;MH0345_GL0082551;MH0336_GL0015401;MH0316_GL0096982;MH0246_GL0083814;MH0233_GL0041555;MH0230_GL0054776;MH0188_GL0006191;MH0126_GL0116074;MH0088_GL0008477;MH0011_GL0104423;MH0006_GL0141051;V1.FI17_GL0149139;V1.CD48-0_GL0110323;V1.CD21-4_GL0012963;T2D-33A_GL0038589;MH0402_GL0013501;MH0335_GL0084577;MH0012_GL0144031;O2.UC41-1_GL0066481;MH0330_GL0212868;MH0198_GL0099533;ED14A_GL0065166;V1.CD15-3_GL0070828;MH0234_GL0083847;MH0143_GL0090846;MH0088_GL0101431;MH0055_GL0049409;DOM003_GL0022264;V1.UC25-0_GL0077149;O2.UC23-2_GL0084516;MH0270_GL0165936;MH0205_GL0067538;MH0006_GL0099755;585501.HMPREF6123_1560;MH0122_GL0089857;411459.RUMOBE_03372;MH0419_GL0167647;V1.FI33_GL0113163;MH0361_GL0064103;MH0346_GL0052323;MH0088_GL0078175;MH0086_GL0028310;O2.UC48-0_GL0100471;V1.CD2-0-PN_GL0099761;MH0253_GL0201849;O2.UC26-0_GL0037174;MH0012_GL0102269;MH0418_GL0084871;MH0188_GL0124846;457421.CBFG_00458;MH0128_GL0045223;O2.UC7-1_GL0029232;V1.CD21-0_GL0017946;T2D-47A_GL0114001;T2D-61A_GL0003565;SZEY-35A_GL0033420	3	2	4.3756	149440000	0	37550000	0	0	15535000	7595200	8067400	13080000	3386600	0	23884000	36846000	3495600	0				48
411474.COPEUT_01183	18	0	2.6682	10568000	0	0	0	0	0	0	0	0	10568000	0	0	0	0	0				49
V1.UC62-0_GL0108225;O2.UC22-1_GL0041262;O2.CD3-0-PT_GL0189730;MH0014_GL0111883;V1.UC47-4_GL0188259;MH0006_GL0224322;V1.CD55-0_GL0243581;O2.UC7-1_GL0012242;MH0199_GL0013270;MH0111_GL0013454;MH0077_GL0001775;MH0006_GL0041975;411474.COPEUT_01713;MH0246_GL0095711;MH0377_GL0061323;MH0006_GL0072582;V1.FI25_GL0180709;MH0421_GL0166088;MH0124_GL0139410;T2D-15A_GL0075561;MH0005_GL0008949;MH0389_GL0055713;MH0345_GL0146626;O2.UC44-2_GL0007876;O2.UC15-1_GL0151449;MH0313_GL0053800;T2D-106A_GL0020943;MH0044_GL0061291;O2.UC2-1_GL0150997;411489.CLOL250_01449;V1.UC52-0_GL0150183;MH0345_GL0169069;MH0012_GL0060332;O2.UC32-1_GL0013445;DOM023_GL0002873;NLF013_GL0019531;MH0172_GL0131868;MH0373_GL0013678;MH0001_GL0003115;MH0172_GL0033037;V1.UC16-0_GL0040370;V1.UC11-5_GL0061005;T2D-29A_GL0098546;MH0253_GL0180313	2	2	4.366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				50
411479.BACUNI_01823	5	0	16.835	574860000	45056000	82056000	46109000	39571000	24148000	17589000	42693000	27169000	21794000	24566000	81352000	83672000	29840000	9246900				51
411483.FAEPRAA2165_00243	49	1	55.241	2886600000	264500000	171350000	136520000	138520000	141620000	72717000	194670000	129430000	611430000	88642000	202010000	196660000	35270000	503280000				52
657322.FPR_11650;411483.FAEPRAA2165_02830;MH0358_GL0038244;MH0144_GL0111484	6	1	3.6025	136490000	23653000	0	9789600	31843000	0	0	15043000	0	34217000	0	8003200	0	0	13939000				53
O2.UC50-0_GL0149017;NLM031_GL0020612;MH0422_GL0081395;V1.FI07_GL0015742;T2D-102A_GL0070717;MH0161_GL0121423;MH0010_GL0015992;411483.FAEPRAA2165_03089;V1.FI13_GL0043714	1	1	4.8489	27541000	0	0	0	0	7130400	0	0	0	0	0	0	0	0	20411000				54
MH0284_GL0047781;411485.FAEPRAM212_00741;MH0310_GL0063434;MH0407_GL0166140	14	0	1.8522	38606000	0	0	0	5757600	0	0	0	0	14842000	0	0	0	0	18006000				55
411485.FAEPRAM212_01761;MH0096_GL0099839	47	3	36.558	3224500000	202180000	214520000	120000000	381270000	122530000	135780000	197310000	131420000	386510000	177580000	229000000	176000000	208910000	541530000				56
411485.FAEPRAM212_02754	12	0	6.7624	631030000	67504000	38188000	19304000	66036000	23921000	31615000	53844000	31069000	73764000	29628000	40073000	34999000	31478000	89604000				57
411486.CLOM621_08941	5	2	11.459	1169000000	0	0	56934000	0	376220000	192840000	0	261990000	0	13911000	108780000	0	158270000	0				58
T2D-31A_GL0083297;411490.ANACAC_00272;411490.ANACAC_03734;MH0265_GL0075830;543734.LCABL_04240;321967.LSEI_2729;V1.CD40-0_GL0050860;V1.CD29-0_GL0066813;O2.UC3-1_GL0080636;MH0089_GL0023760;T2D-31A_GL0100200;V1.UC49-1_GL0075130;525337.HMPREF0530_0136	2	2	2.591	94295000	29197000	0	7537600	22806000	0	0	34753000	0	0	0	0	0	0	0				59
411901.BACCAC_00028;483215.BACFIN_04796;O2.UC8-2_GL0137667;V1.UC26-4_GL0166099;MH0004_GL0004164;V1.FI31_GL0137694	18	0	28.143	1009100000	56493000	61143000	59509000	112610000	65782000	20705000	54477000	57892000	76138000	61531000	130460000	105090000	35758000	111520000				60
T2D-19A_GL0018542;MH0189_GL0073783;O2.CD1-0_GL0174876;MH0358_GL0036971;V1.FI26_GL0233257;V1.CD25-0_GL0012113;MH0389_GL0120206;MH0251_GL0170649;BGI-06A_GL0061174;V1.UC32-0_GL0145682;MH0260_GL0068170;MH0101_GL0101834;457421.CBFG_05427;MH0059_GL0023763;MH0053_GL0038675;T2D-61A_GL0012615;N079A_GL0019159;411902.CLOBOL_03937;V1.CD18-3_GL0002824	1	1	4.5568	110890000	0	0	27552000	0	19828000	12431000	3923600	11740000	0	16702000	6141500	0	12568000	0				61
V1.CD48-0_GL0119643;V1.CD3-0-PN_GL0005406;MH0307_GL0051690;411902.CLOBOL_06779;MH0343_GL0064539;V1.CD29-0_GL0144072;T2D-61A_GL0020682;V1.FI08_GL0032882	1	1	4.8584	214850000	0	0	39372000	0	46820000	26496000	0	31514000	0	32325000	7123000	7781000	23420000	0				62
411903.COLAER_00059;V1.FI37_GL0045939;V1.FI17_GL0028597;MH0406_GL0162268;MH0343_GL0196280;V1.FI05_GL0067772;V1.UC55-0_GL0124421;O2.UC48-0_GL0086590;DLM013_GL0084485;T2D-31A_GL0030931;ED10A_GL0162680	15	15	52.544	1549800000	297640000	37567000	76970000	237740000	55944000	60734000	337190000	115460000	26118000	80302000	83509000	65976000	57864000	16765000				63
V1.UC58-4_GL0092736;V1.UC31-0_GL0089034;MH0415_GL0065030;V1.FI25_GL0097665;V1.UC58-4_GL0065679;479437.Elen_1311;O2.UC49-0_GL0050167;V1.FI04_GL0214437;MH0188_GL0171337;MH0303_GL0141645;MH0224_GL0072239;V1.CD36-0_GL0135500;T2D-146A_GL0049912;O2.UC11-1_GL0005478;V1.UC11-5_GL0147875;V1.CD36-0_GL0152546;V1.UC26-4_GL0119852;MH0047_GL0005531;V1.FI37_GL0223305;MH0370_GL0121972;V1.FI15_GL0112615;DLM013_GL0015732;T2D-31A_GL0045736;MH0433_GL0082183;BGI-33A_GL0035759;V1.UC55-0_GL0150439;V1.UC17-2_GL0134061;V1.UC50-1_GL0075884;V1.CD30-0_GL0005306;MH0327_GL0026545;411903.COLAER_00117;O2.UC24-2_GL0014713;T2D-68A_GL0060370;DLF014_GL0017677;T2D-68A_GL0060058;O2.UC48-0_GL0068736;MH0197_GL0077543;V1.CD43-0_GL0052877;O2.UC20-1_GL0134085;V1.FI17_GL0212505;O2.UC11-1_GL0139014;O2.UC48-1_GL0132271;MH0345_GL0076967	2	1	1.4974	55454000	12468000	0	0	10590000	0	3091200	12990000	6002600	3092600	0	7219700	0	0	0				64
V1.CD36-0_GL0010623;MH0131_GL0050089;MH0327_GL0013421;411903.COLAER_00124;V1.FI06_GL0037786;MH0366_GL0060045;O2.UC24-2_GL0091000;V1.UC17-2_GL0022094;O2.UC48-0_GL0121370;O2.UC30-0_GL0120212;T2D-68A_GL0001063	4	3	17.058	172950000	52901000	4199400	0	18075000	0	12614000	58864000	0	0	6954200	1055500	4523500	13763000	0				65
411903.COLAER_00331;HT25A_GL0009079;T2D-31A_GL0024164;DLM013_GL0068520;V1.FI05_GL0153729;O2.CD1-0_GL0179471;T2D-123A_GL0063648;MH0447_GL0309516;562983.HMPREF0433_01584;MH0370_GL0041573;MH0224_GL0136833;V1.CD19-0_GL0015923;O2.UC38-1_GL0154502;V1.UC14-1_GL0098702;V1.UC27-0_GL0013058;T2D-68A_GL0023651;V1.UC26-0_GL0007434;O2.UC24-2_GL0094732;V1.FI25_GL0088957;O2.UC32-2_GL0065782;V1.CD29-0_GL0163152;T2D-62A_GL0061428;V1.UC58-4_GL0007346;V1.FI04_GL0026603;MH0402_GL0179053;V1.CD4-0-PT_GL0023041;V1.FI25_GL0120936;DLM016_GL0018717;V1.FI27_GL0029913;MH0131_GL0119608;MH0193_GL0025932;MH0188_GL0073814;V1.UC58-4_GL0202683;V1.CD43-0_GL0109825;O2.UC48-0_GL0195270;479437.Elen_2086;O2.UC20-1_GL0134189;O2.UC11-2_GL0088562;V1.CD43-0_GL0042672;521095.Apar_0489;V1.UC21-4_GL0014720;T2D-108A_GL0061912;SZEY-40A_GL0032606;O2.UC38-0_GL0009497;NLM027_GL0085015;MH0277_GL0053025;MH0260_GL0026540;MH0008_GL0047020;585054.EFER_0117;469595.CSAG_03394;290338.CKO_03280;O2.UC48-0_GL0134118;V1.UC39-4_GL0050186;469613.HMPREF0864_02460;V1.CD3-0-PT_GL0038323;ED19A_GL0011377;V1.FI12_GL0049080;MH0303_GL0020251;V1.FI17_GL0021884;T2D-68A_GL0070977;DLF014_GL0013394	8	2	13.939	154510000	23308000	23047000	0	19220000	8855700	12141000	23164000	8354500	2871600	4514500	20833000	8200100	0	0				66
V1.UC47-4_GL0043540;N037A_GL0018777;V1.FI17_GL0185473;O2.CD1-0-PT_GL0142090;V1.FI25_GL0053944;V1.FI19_GL0184111;V1.CD6-0-PT_GL0097709;V1.CD45-0_GL0047533;V1.CD41-0_GL0067083;V1.CD36-0_GL0017236;411903.COLAER_00788;T2D-52A_GL0067611;V1.UC12-4_GL0017733;O2.UC5-0_GL0065036	1	1	39.976	36863000	11295000	0	0	7837500	0	0	14633000	3098600	0	0	0	0	0	0				67
V1.FI12_GL0095377;O2.UC11-1_GL0094146;V1.UC50-1_GL0007198;O2.UC35-1_GL0155890;V1.FI24_GL0177218;V1.CD12-3_GL0114517;V1.UC38-0_GL0015878;V1.FI19_GL0118027;V1.FI05_GL0086759;V1.CD6-0-PN_GL0172805;V1.CD52-0_GL0233470;V1.CD36-0_GL0060538;O2.UC40-1_GL0118284;O2.UC15-2_GL0154323;O2.CD2-0_GL0043258;MH0452_GL0156375;MH0440_GL0127670;MH0150_GL0094828;DLM013_GL0092374;411903.COLAER_01012;V1.FI02_GL0138687;T2D-31A_GL0073579;V1.UC14-1_GL0037285;MH0370_GL0137148	1	1	4.7965	71574000	12223000	4962500	0	12669000	4102300	5556200	10839000	5555900	0	4879700	5573400	5213000	0	0				68
411903.COLAER_01130;O2.UC2-1_GL0161212	3	3	6.2969	447400000	55986000	36580000	26157000	25235000	25176000	46209000	40445000	23995000	22019000	25276000	34548000	43564000	22041000	20172000				69
411903.COLAER_01687;DLF009_GL0051298;V1.CD52-0_GL0123353;MH0131_GL0046250;V1.FI17_GL0135146;DLM019_GL0038880;T2D-140A_GL0070042;MH0442_GL0007484;MH0445_GL0008859;V1.CD32-0_GL0038188;V1.CD24-0_GL0141308;O2.UC3-1_GL0052603;O2.UC3-1_GL0049323;V1.UC32-0_GL0059620;T2D-31A_GL0090351;DLM013_GL0057914;V1.FI05_GL0108081;O2.UC17-1_GL0109011;DLM013_GL0015791;O2.UC48-0_GL0184805;MH0360_GL0069132;V1.CD20-4_GL0141358;O2.UC13-1_GL0197337;MH0334_GL0043384;MH0311_GL0045257;O2.UC31-2_GL0115918;O2.UC30-0_GL0018297;V1.CD12-3_GL0077706;MH0430_GL0046011;MH0366_GL0136444;MH0262_GL0126713;T2D-62A_GL0057810;V1.UC55-0_GL0119749;MH0189_GL0121628;O2.UC48-0_GL0252861;T2D-68A_GL0082784;V1.UC26-4_GL0012853;V1.FI25_GL0001596;DLF014_GL0001549;521095.Apar_0059	13	13	73.261	1063700000	264690000	31695000	58558000	134060000	14715000	60457000	281690000	80777000	0	23108000	70714000	19544000	13915000	9783100				70
411903.COLAER_01966	2	2	6.6129	388700000	22523000	18471000	45756000	15776000	43463000	45672000	42375000	45638000	9229900	17895000	28984000	17910000	28185000	6826600				71
411903.COLAER_02164;T2D-31A_GL0059470;MH0433_GL0197928;V1.UC50-1_GL0122060;DLM013_GL0016442;O2.UC18-1_GL0036103	6	2	69.346	620480000	98851000	20081000	44761000	64636000	41493000	41161000	107950000	33654000	17117000	34101000	34871000	36033000	27665000	18103000				72
